AS/1	AS/1/LABEL	AS/1/ID	AS/2	AS/2/LABEL	AS/2/ID	AS/3	AS/3/LABEL	AS/3/ID	AS/4	AS/4/LABEL	AS/4/ID	AS/5	AS/5/LABEL	AS/5/ID	AS/6	AS/6/LABEL	AS/6/ID	AS/7	AS/7/LABEL	AS/7/ID
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Primary Bronchioles											
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Terminal Bronchioles	terminal bronchiole	UBERON:0002187						
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Terminal Bronchioles	terminal bronchiole	UBERON:0002187						
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Terminal Bronchioles	terminal bronchiole	UBERON:0002187						
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Terminal Bronchioles	terminal bronchiole	UBERON:0002187						
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Terminal Bronchioles	terminal bronchiole	UBERON:0002187						
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Terminal Bronchioles	terminal bronchiole	UBERON:0002187	Bronchoalveolar duct junction	bronchoalveolar duct junction	UBERON:0004903			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Respiratory bronchioles	respiratory bronchiole	UBERON:0002188			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Respiratory bronchioles	respiratory bronchiole	UBERON:0002188			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Respiratory bronchioles	respiratory bronchiole	UBERON:0002188			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Respiratory bronchioles	respiratory bronchiole	UBERON:0002188			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Alveolar Ducts	pulmonary alveolar duct	UBERON:0002173			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Alveolar Ducts	pulmonary alveolar duct	UBERON:0002173			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Alveolar Ducts	pulmonary alveolar duct	UBERON:0002173			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Alveoli	pulmonary alveolar parenchyma	UBERON:0008870			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Alveoli	pulmonary alveolar parenchyma	UBERON:0008870			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Alveoli	pulmonary alveolar parenchyma	UBERON:0008870			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Alveoli	pulmonary alveolar parenchyma	UBERON:0008870			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Alveoli	pulmonary alveolar parenchyma	UBERON:0008870			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Alveoli	pulmonary alveolar parenchyma	UBERON:0008870			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Alveoli	pulmonary alveolar parenchyma	UBERON:0008870	Alveolar capillaries	pulmonary capilllary	UBERON:0016405
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Pulmonary Acinus	Pulmonary Acinus	UBERON:0008874	Alveoli	pulmonary alveolar parenchyma	UBERON:0008870	Alveolar capillaries	pulmonary capilllary	UBERON:0016405
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Artery	pulmonary artery	UBERON:0002012	Pulmonary arterial endothelium	Pulmonary artery endothelium	UBERON:0005317						
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Artery	pulmonary artery	UBERON:0002012	Pulmonary arterial smooth muscle	pulmonary artery smooth muscle							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Artery	pulmonary artery	UBERON:0002012	Pulmonary arterial fibroblasts	pulmonary artery fibroblast							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Vein	pulmonary vein	UBERON:0002016	Pulmonary Vein endotheliim	Pulmonary Vein endotheliim							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101												
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	visceral pleura	visceral pleura	UBERON:0002401									
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	pulmonary lymphatic vessel		UBERON:0018227	respiratory system lymphatic vessel endothelium	respiratory system lymphatic vessel endothelium	UBERON:0003529						
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system		bronchial -associated lymphoid tissue	bronchial -associated lymphoid tissue	UBERON:0001963			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system		bronchial -associated lymphoid tissue	bronchial -associated lymphoid tissue	UBERON:0001963			
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium		Lung Immune system	Lung Immune system							
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	lymph node at carina	tracheobronchial lymph node	UBERON:0016381												
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	lymph node at carina	tracheobronchial lymph node	UBERON:0016381												
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium										
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Lung interstitium	Lung Interstitium										
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Pulmonary Lobule	pulmonarly lobule	UBERON: 0010368	Interlobular Septa	Interlobular Septa		* contains PV and lymphatics					
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Right Apical Bronchus			Right Apical Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Right Posterior Bronchus			Right Posterior Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Right Anterior Bronchus			Right Anterior Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Right Lateral Bronchus			Right Lateral Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Right Medial Basal Bronchus			Right Medial Basal Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Right Superior Bronchus			Right Superior Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Right Medial Basal Bronchus			Right Medial Basal Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Right Anterior Basal Bronchus			Right Anterior Basal Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Right Lateral bBasal Bronchus			Right Lateral Basal Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Right Posterior Basal Bronchus			Right Posterior Basal Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Left Apical Bronchus			Left Apical Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Left Posterior Bronchus			Left Posterior Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Left Anterior Bronchus			Left Anterior Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Left Lingula Superior Bronchus			Left Lingula Superior Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Left Lingula Inferior Bronchus			Left Lingula Inferior Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Left Superior Bronchus			Left Superior Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Left Medial Basal Bronchus			Left Medial Basal Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Left Anterior Basal Bronchus			Left Anterior Basal Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Left Lateral Basal Bronchus			Left Lateral Basal Bronchopulmonary Segment								
Respiratory System	Respiratory System	UBERON:0001004	Lung	Lung	UBERON:0002048	Right or Left Lung Lobe	Lobe of Lung	UBERON:0000101	Left Posterior Basal Bronchus			Left Posterior Basal Bronchopulmonary Segment								
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				